10000000.0,0.0362614,0.181844
10060240.0,0.0381695,0.182769
10120481.0,0.0389218,0.184789
10180722.0,0.0401208,0.18675
10240963.0,0.0403592,0.188343
10301204.0,0.0420264,0.190048
10361445.0,0.043274,0.19178
10421686.0,0.0444502,0.194196
10481927.0,0.0449206,0.194279
10542168.0,0.0463536,0.197254
10602409.0,0.0471416,0.199369
10662650.0,0.0490935,0.201624
10722891.0,0.0501967,0.203024
10783132.0,0.0511587,0.204519
10843373.0,0.0528115,0.208426
10903614.0,0.053497,0.208694
10963855.0,0.0554388,0.211614
11024096.0,0.0570974,0.213847
11084337.0,0.0578458,0.216262
11144578.0,0.0604519,0.218266
11204819.0,0.0618282,0.220579
11265060.0,0.0636461,0.223226
11325301.0,0.0645636,0.225686
11385542.0,0.0665232,0.227659
11445783.0,0.0687731,0.230085
11506024.0,0.070963,0.232897
11566265.0,0.0725267,0.235339
11626506.0,0.0743686,0.238076
11686746.0,0.075915,0.241683
11746987.0,0.0788164,0.243407
11807228.0,0.0811959,0.246739
11867469.0,0.083385,0.249224
11927710.0,0.085438,0.252362
11987951.0,0.0882642,0.256419
12048192.0,0.0916403,0.259372
12108433.0,0.0938813,0.261985
12168674.0,0.0971801,0.265406
12228915.0,0.0998934,0.269126
12289156.0,0.103553,0.273611
12349397.0,0.106341,0.276313
12409638.0,0.110677,0.279906
12469879.0,0.11463,0.284211
12530120.0,0.118208,0.288
12590361.0,0.122437,0.291779
12650602.0,0.127178,0.296393
12710843.0,0.132795,0.30114
12771084.0,0.138136,0.304701
12831325.0,0.142848,0.309079
12891566.0,0.148924,0.314562
12951807.0,0.15522,0.319012
13012048.0,0.162209,0.324395
13072289.0,0.169785,0.329106
13132530.0,0.177558,0.334915
13192771.0,0.185977,0.340584
13253012.0,0.195206,0.345566
13313253.0,0.20425,0.352686
13373493.0,0.216227,0.357105
13433734.0,0.228295,0.362595
13493975.0,0.23937,0.366046
13554216.0,0.254048,0.373066
13614457.0,0.268918,0.376762
13674698.0,0.286187,0.384457
13734939.0,0.303601,0.387405
13795180.0,0.325421,0.390442
13855421.0,0.347316,0.392972
13915662.0,0.372794,0.392601
13975903.0,0.397767,0.393151
14036144.0,0.425662,0.389936
14096385.0,0.457392,0.385278
14156626.0,0.491191,0.374493
14216867.0,0.524608,0.359447
14277108.0,0.563523,0.338685
14337349.0,0.59916,0.31432
14397590.0,0.635192,0.278774
14457831.0,0.667888,0.237723
14518072.0,0.694507,0.188586
14578313.0,0.714891,0.132847
14638554.0,0.724449,0.0698916
14698795.0,0.724036,0.00702972
14759036.0,0.709691,-0.056844
14819277.0,0.684482,-0.116893
14879518.0,0.651574,-0.170317
14939759.0,0.608434,-0.211779
15000000.0,0.56384,-0.248634
15060240.0,0.515077,-0.27422
15120481.0,0.467967,-0.289693
15180722.0,0.423093,-0.299587
15240963.0,0.380648,-0.301495
15301204.0,0.341567,-0.299158
15361445.0,0.307387,-0.293761
15421686.0,0.276573,-0.285735
15481927.0,0.248291,-0.274913
15542168.0,0.224256,-0.26253
15602409.0,0.202627,-0.252306
15662650.0,0.184069,-0.239461
15722891.0,0.166586,-0.226166
15783132.0,0.152435,-0.214403
15843373.0,0.14001,-0.202678
15903614.0,0.129064,-0.19078
15963855.0,0.119171,-0.1792
16024096.0,0.112262,-0.168449
16084337.0,0.103521,-0.158435
16144578.0,0.0966733,-0.148813
16204819.0,0.0912889,-0.138541
16265060.0,0.0861605,-0.129993
16325301.0,0.0817095,-0.121635
16385542.0,0.0771988,-0.113132
16445783.0,0.0740256,-0.105686
16506024.0,0.0712408,-0.0986975
16566265.0,0.0675242,-0.0909305
16626506.0,0.0662271,-0.0842646
16686746.0,0.0630557,-0.0781576
16746987.0,0.0612297,-0.0715859
16807228.0,0.059522,-0.0657174
16867469.0,0.0579174,-0.0605011
16927710.0,0.0568227,-0.0558889
16987951.0,0.0553729,-0.0500188
17048192.0,0.0543594,-0.0458416
17108433.0,0.0532718,-0.0405084
17168674.0,0.0524849,-0.036619
17228915.0,0.0513722,-0.0319523
17289156.0,0.0512474,-0.0290596
17349397.0,0.0499289,-0.0254822
17409638.0,0.0500114,-0.0218374
17469879.0,0.0493522,-0.0179855
17530120.0,0.0483242,-0.0147595
17590361.0,0.048888,-0.0119026
17650602.0,0.0480954,-0.00819039
17710843.0,0.0470709,-0.00500414
17771084.0,0.0465088,-0.00327604
17831325.0,0.0465213,-0.000110961
17891566.0,0.046148,0.00258008
17951807.0,0.0456736,0.0048113
18012048.0,0.0452578,0.00720926
18072289.0,0.0456319,0.00884334
18132530.0,0.0446124,0.0106157
18192771.0,0.0446135,0.0131649
18253012.0,0.0432984,0.0152269
18313253.0,0.0429038,0.0162622
18373493.0,0.0420433,0.0180368
18433734.0,0.0413165,0.0196118
18493975.0,0.0408215,0.0209029
18554216.0,0.039617,0.0223027
18614457.0,0.0392792,0.023433
18674698.0,0.0375991,0.025212
18734939.0,0.0370204,0.0254108
18795180.0,0.0344451,0.0274699
18855421.0,0.0325722,0.0268863
18915662.0,0.031117,0.0285
18975903.0,0.0302212,0.0299852
19036144.0,0.0267087,0.0300423
19096385.0,0.0234697,0.0312653
19156626.0,0.0213177,0.0323362
19216867.0,0.0172664,0.0343206
19277108.0,0.0132911,0.0340086
19337349.0,0.00937628,0.0355627
19397590.0,0.00434191,0.0379577
19457831.0,-0.000870536,0.0409926
19518072.0,-0.0069499,0.0432945
19578313.0,-0.0138963,0.0476947
19638554.0,-0.020348,0.0520661
19698795.0,-0.026877,0.058136
19759036.0,-0.034485,0.0656272
19819277.0,-0.0411562,0.0747988
19879518.0,-0.0475158,0.0858271
19939759.0,-0.0505561,0.098123
20000000.0,-0.0537098,0.11277
20060240.0,-0.0531131,0.127707
20120481.0,-0.0508709,0.143321
20180722.0,-0.0451038,0.157857
20240963.0,-0.0372425,0.169637
20301204.0,-0.0285469,0.180607
20361445.0,-0.0171267,0.189341
20421686.0,-0.00630289,0.195131
20481927.0,0.00355865,0.201028
20542168.0,0.0147828,0.202917
20602409.0,0.0232081,0.205802
20662650.0,0.0330787,0.20603
20722891.0,0.0411934,0.206598
20783132.0,0.0485408,0.206881
20843373.0,0.0545225,0.204067
20903614.0,0.0592202,0.20406
20963855.0,0.0651699,0.201073
21024096.0,0.0697114,0.200728
21084337.0,0.0738062,0.199159
21144578.0,0.0777217,0.197714
21204819.0,0.081498,0.197094
21265060.0,0.0832914,0.195201
21325301.0,0.0866579,0.19365
21385542.0,0.0900913,0.193173
21445783.0,0.0920548,0.192117
21506024.0,0.0943853,0.191874
21566265.0,0.0948858,0.190226
21626506.0,0.0978227,0.189799
21686746.0,0.099895,0.189045
21746987.0,0.101615,0.187912
21807228.0,0.102387,0.187061
21867469.0,0.105698,0.187223
21927710.0,0.105827,0.185383
21987951.0,0.106684,0.186259
22048192.0,0.109489,0.186114
22108433.0,0.110468,0.183926
22168674.0,0.111783,0.184304
22228915.0,0.11377,0.184614
22289156.0,0.112626,0.183814
22349397.0,0.11574,0.18478
22409638.0,0.116023,0.183331
22469879.0,0.118634,0.183745
22530120.0,0.11848,0.184585
22590361.0,0.119843,0.184762
22650602.0,0.120686,0.183893
22710843.0,0.122334,0.183951
22771084.0,0.122438,0.184444
22831325.0,0.124043,0.184136
22891566.0,0.124184,0.184972
22951807.0,0.125835,0.183467
23012048.0,0.12656,0.184352
23072289.0,0.12614,0.184565
23132530.0,0.129564,0.184646
23192771.0,0.130116,0.183878
23253012.0,0.130409,0.184752
23313253.0,0.131754,0.184252
23373493.0,0.133018,0.184124
23433734.0,0.132449,0.185294
23493975.0,0.134055,0.185099
23554216.0,0.13499,0.183973
23614457.0,0.135861,0.186193
23674698.0,0.135483,0.187082
23734939.0,0.137423,0.185578
23795180.0,0.138269,0.186532
23855421.0,0.140424,0.187235
23915662.0,0.140903,0.187078
23975903.0,0.142056,0.187795
24036144.0,0.143009,0.188232
24096385.0,0.14364,0.1871
24156626.0,0.144121,0.187616
24216867.0,0.144589,0.188646
24277108.0,0.145862,0.189352
24337349.0,0.146657,0.188028
24397590.0,0.147965,0.1889
24457831.0,0.148903,0.189266
24518072.0,0.149841,0.189471
24578313.0,0.149859,0.188998
24638554.0,0.151886,0.190511
24698795.0,0.152385,0.189653
24759036.0,0.15448,0.190354
24819277.0,0.155064,0.191035
24879518.0,0.156076,0.18994
24939759.0,0.156807,0.191979
25000000.0,0.158341,0.19303
